#Pb3(OH)4+2	Hydrocerrusite	Pb
-23.9	-19.13	2.96929320225e-05
-23.9	-17.685	5.28623918854e-05
-23.9	-16.24	0.000109423421001
-23.19	-19.13	2.9692966748e-05
-23.19	-17.685	5.28759644203e-05
-23.19	-16.24	0.000109902340524
-22.48	-19.13	2.96931435343e-05
-22.48	-17.685	5.29367398867e-05
-22.48	-16.24	0.000112114543036
