	pH	DIC	#Pb(CO3)2-2	#PbCO3	#PbOH+	Cerrusite	Hydrocerrusite	Result
13967	10	200	8.2	5.4	-6.87	-13.64	-16.25	2.671372967317e-06
15683	10	200	8.2	5.4	-6.64	-13.64	-16.5	2.168676087336e-06
34703	10	200	8.2	5.58	-6.87	-13.64	-16.25	2.674310072461e-06
36419	10	200	8.2	5.58	-6.64	-13.64	-16.5	2.171613177286e-06
55439	10	200	8.2	5.76	-6.87	-13.64	-16.25	2.678755560657e-06
57155	10	200	8.2	5.76	-6.64	-13.64	-16.5	2.176058642732e-06
76175	10	200	8.2	5.95	-6.87	-13.64	-16.25	2.685945984462e-06
77891	10	200	8.2	5.95	-6.64	-13.64	-16.5	2.183249029481e-06
96911	10	200	8.2	6.13	-6.87	-13.64	-16.25	2.696367226165e-06
98627	10	200	8.2	6.13	-6.64	-13.64	-16.5	2.193670217748e-06
117647	10	200	8.2	6.31	-6.87	-13.64	-16.25	2.7121404139490003e-06
119363	10	200	8.2	6.31	-6.64	-13.64	-16.5	2.209443324507e-06
138383	10	200	8.2	6.48	-6.87	-13.64	-16.25	2.734412505664e-06
140099	10	200	8.2	6.48	-6.64	-13.64	-16.5	2.231715301544e-06
159119	10	200	8.2	6.67	-6.87	-13.64	-16.25	2.7721483854240003e-06
160835	10	200	8.2	6.67	-6.64	-13.64	-16.5	2.269450987598e-06
181571	10	200	8.2	6.85	-6.64	-13.64	-16.5	2.324142161103e-06
198863	10	200	8.2	7.04	-7.1	-13.64	-16.25	2.220311646482e-06
202307	10	200	8.2	7.04	-6.64	-13.64	-16.5	2.412603243931e-06
204191	10	200	8.2	7.04	-6.41	-13.39	-16.25	2.295865089605e-06
207935	10	200	8.2	7.22	-8.72	-12.9	-16.25	2.2053636786189997e-06
208079	10	200	8.2	7.22	-8.72	-12.65	-16.25	2.2053636785950002e-06
208223	10	200	8.2	7.22	-8.72	-12.4	-16.25	2.2053636786189997e-06
208367	10	200	8.2	7.22	-8.72	-12.15	-16.25	2.2053636786189997e-06
208511	10	200	8.2	7.22	-8.72	-11.9	-16.25	2.2053636786189997e-06
208655	10	200	8.2	7.22	-8.72	-11.65	-16.25	2.2053636786189997e-06
208799	10	200	8.2	7.22	-8.72	-11.41	-16.25	2.2053636786189997e-06
208943	10	200	8.2	7.22	-8.72	-11.16	-16.25	2.2053636786189997e-06
209087	10	200	8.2	7.22	-8.72	-10.91	-16.25	2.2053636786189997e-06
209663	10	200	8.2	7.22	-8.49	-12.9	-16.25	2.205939888385e-06
209807	10	200	8.2	7.22	-8.49	-12.65	-16.25	2.205939888385e-06
209951	10	200	8.2	7.22	-8.49	-12.4	-16.25	2.2059398884080003e-06
210095	10	200	8.2	7.22	-8.49	-12.15	-16.25	2.2059398884080003e-06
210239	10	200	8.2	7.22	-8.49	-11.9	-16.25	2.2059398884080003e-06
210383	10	200	8.2	7.22	-8.49	-11.65	-16.25	2.2059398884080003e-06
210527	10	200	8.2	7.22	-8.49	-11.41	-16.25	2.2059398884080003e-06
210671	10	200	8.2	7.22	-8.49	-11.16	-16.25	2.2059398884080003e-06
210815	10	200	8.2	7.22	-8.49	-10.91	-16.25	2.2059398884080003e-06
211391	10	200	8.2	7.22	-8.26	-12.9	-16.25	2.206918432971e-06
211535	10	200	8.2	7.22	-8.26	-12.65	-16.25	2.206918432971e-06
211679	10	200	8.2	7.22	-8.26	-12.4	-16.25	2.206918432994e-06
211823	10	200	8.2	7.22	-8.26	-12.15	-16.25	2.206918432994e-06
211967	10	200	8.2	7.22	-8.26	-11.9	-16.25	2.206918432994e-06
212111	10	200	8.2	7.22	-8.26	-11.65	-16.25	2.206918432994e-06
212255	10	200	8.2	7.22	-8.26	-11.41	-16.25	2.206918432994e-06
212399	10	200	8.2	7.22	-8.26	-11.16	-16.25	2.206918432994e-06
212543	10	200	8.2	7.22	-8.26	-10.91	-16.25	2.206918432994e-06
213119	10	200	8.2	7.22	-8.03	-12.9	-16.25	2.2085802400110002e-06
213263	10	200	8.2	7.22	-8.03	-12.65	-16.25	2.2085802400110002e-06
213407	10	200	8.2	7.22	-8.03	-12.4	-16.25	2.208580240035e-06
213551	10	200	8.2	7.22	-8.03	-12.15	-16.25	2.208580240035e-06
213695	10	200	8.2	7.22	-8.03	-11.9	-16.25	2.208580240035e-06
213839	10	200	8.2	7.22	-8.03	-11.65	-16.25	2.208580240035e-06
213983	10	200	8.2	7.22	-8.03	-11.41	-16.25	2.208580240035e-06
