	pH	DIC	#Pb(CO3)2-2	#PbCO3	#PbOH+	Cerrusite	Hydrocerrusite	Result
181571	10	200	8.2	6.85	-6.64	-13.64	-16.5	2.324142161103e-06
202307	10	200	8.2	7.04	-6.64	-13.64	-16.5	2.412603243931e-06
219599	10	200	8.2	7.22	-7.1	-13.64	-16.25	2.34852094917e-06
223043	10	200	8.2	7.22	-6.64	-13.64	-16.5	2.540811868591e-06
224927	10	200	8.2	7.22	-6.41	-13.39	-16.25	2.5238500283919997e-06
225215	10	200	8.2	7.22	-6.41	-12.9	-16.25	2.3730276749810003e-06
225359	10	200	8.2	7.22	-6.41	-12.65	-16.25	2.373027674961e-06
225503	10	200	8.2	7.22	-6.41	-12.4	-16.25	2.3730276749810003e-06
225647	10	200	8.2	7.22	-6.41	-12.15	-16.25	2.3730276749810003e-06
225791	10	200	8.2	7.22	-6.41	-11.9	-16.25	2.3730276749810003e-06
225935	10	200	8.2	7.22	-6.41	-11.65	-16.25	2.3730276749810003e-06
226079	10	200	8.2	7.22	-6.41	-11.41	-16.25	2.3730276749810003e-06
226223	10	200	8.2	7.22	-6.41	-11.16	-16.25	2.3730276749810003e-06
226367	10	200	8.2	7.22	-6.41	-10.91	-16.25	2.3730276749810003e-06
226943	10	200	8.2	7.22	-6.18	-12.9	-16.25	2.490673503547e-06
227087	10	200	8.2	7.22	-6.18	-12.65	-16.25	2.490673503547e-06
227231	10	200	8.2	7.22	-6.18	-12.4	-16.25	2.490673503547e-06
227375	10	200	8.2	7.22	-6.18	-12.15	-16.25	2.490673503547e-06
227519	10	200	8.2	7.22	-6.18	-11.9	-16.25	2.490673503547e-06
227663	10	200	8.2	7.22	-6.18	-11.65	-16.25	2.490673503547e-06
227807	10	200	8.2	7.22	-6.18	-11.41	-16.25	2.490673503547e-06
227951	10	200	8.2	7.22	-6.18	-11.16	-16.25	2.490673503547e-06
228095	10	200	8.2	7.22	-6.18	-10.91	-16.25	2.490673503547e-06
240335	10	200	8.2	7.4	-7.1	-13.64	-16.25	2.542573581406e-06
245495	10	200	8.2	7.4	-6.41	-13.64	-16.76	2.380460828907e-06
245807	10	200	8.2	7.4	-6.41	-13.13	-16.25	2.426072453713e-06
247523	10	200	8.2	7.4	-6.18	-13.13	-16.5	2.377391077654e-06
247655	10	200	8.2	7.4	-6.18	-12.9	-16.76	2.392727943142e-06
247799	10	200	8.2	7.4	-6.18	-12.65	-16.76	2.392727939887e-06
247943	10	200	8.2	7.4	-6.18	-12.4	-16.76	2.392727939887e-06
248087	10	200	8.2	7.4	-6.18	-12.15	-16.76	2.392727939887e-06
248231	10	200	8.2	7.4	-6.18	-11.9	-16.76	2.392727939887e-06
248375	10	200	8.2	7.4	-6.18	-11.65	-16.76	2.392727939887e-06
248519	10	200	8.2	7.4	-6.18	-11.41	-16.76	2.392727939887e-06
248663	10	200	8.2	7.4	-6.18	-11.16	-16.76	2.392727939887e-06
248807	10	200	8.2	7.4	-6.18	-10.91	-16.76	2.392727939887e-06
430403	10	200	8.57	6.85	-6.64	-13.64	-16.5	2.3244873698e-06
451139	10	200	8.57	7.04	-6.64	-13.64	-16.5	2.412948452405e-06
456767	10	200	8.57	7.22	-8.72	-12.9	-16.25	2.379312751358e-06
456911	10	200	8.57	7.22	-8.72	-12.65	-16.25	2.379312755072e-06
457055	10	200	8.57	7.22	-8.72	-12.4	-16.25	2.379312755072e-06
